Anno,Ateneo,Classe,Corso,GruppoCodice,Sesso,Iscritti
2022/2023,Ca' Foscari Venezia,LM-91,Data Analytics for Business and Society,10,F,47
2022/2023,Ca' Foscari Venezia,LM-43,Digital And Public Humanities,5,M,9
2022/2023,Ca' Foscari Venezia,L-18,Digital Management,7,F,142
2022/2023,Ca' Foscari Venezia,L-18,Digital Management,7,M,190
2022/2023,Ca' Foscari Venezia,LM-43,Digital and Public Humanities,5,F,36
2022/2023,Ca' Foscari Venezia,L-18,Economia Aziendale,7,F,872
2022/2023,Ca' Foscari Venezia,L-18,Economia Aziendale,7,M,959
2022/2023,Ca' Foscari Venezia,L-18,Economia Aziendale - Economics And Management,7,F,22
2022/2023,Ca' Foscari Venezia,L-18,Economia Aziendale - Economics And Management,7,M,31
2022/2023,Ca' Foscari Venezia,L-33,Economia e Commercio,7,F,569
2022/2023,Ca' Foscari Venezia,L-33,Economia e Commercio,7,M,756
2022/2023,Ca' Foscari Venezia,LM-56,Economia e Finanza,7,F,133
2022/2023,Ca' Foscari Venezia,LM-56,Economia e Finanza,7,M,251
2022/2023,Ca' Foscari Venezia,LM-76,Economia e Gestione delle Arti e delle Attivita Culturali,7,F,6
2022/2023,Ca' Foscari Venezia,LM-76,Economia e Gestione delle Arti e delle Attività Culturali,7,F,372
2022/2023,Ca' Foscari Venezia,LM-76,Economia e Gestione delle Arti e delle Attività Culturali,7,M,55
2022/2023,Ca' Foscari Venezia,LM-77,Economia e Gestione delle Aziende,7,F,89
2022/2023,Ca' Foscari Venezia,LM-77,Economia e Gestione delle Aziende,7,M,96
2022/2023,Ca' Foscari Venezia,LM-56,"Economics, Finance And Sustainability",7,F,50
2022/2023,Ca' Foscari Venezia,LM-56,"Economics, Finance And Sustainability",7,M,82
2022/2023,Ca' Foscari Venezia,LM-1,Environmental Humanities,5,F,96
2022/2023,Ca' Foscari Venezia,LM-1,Environmental Humanities,5,M,21
2022/2023,Ca' Foscari Venezia,LM-14,Filologia e Letteratura Italiana,3,F,114
2022/2023,Ca' Foscari Venezia,LM-14,Filologia e Letteratura Italiana,3,M,44
2022/2023,Ca' Foscari Venezia,L-5,Filosofia,3,F,228
2022/2023,Ca' Foscari Venezia,L-5,Filosofia,3,M,208
2022/2023,Ca' Foscari Venezia,LM-56,Global Development And Entrepreneurship,7,F,103
2022/2023,Ca' Foscari Venezia,LM-56,Global Development And Entrepreneurship,7,M,87
2022/2023,Ca' Foscari Venezia,LM-63,Governance delle Organizzazioni Pubbliche,5,F,36
2022/2023,Ca' Foscari Venezia,LM-63,Governance delle Organizzazioni Pubbliche,5,M,32
2022/2023,Ca' Foscari Venezia,L-15,Hospitality Innovation And E-Tourism,7,F,62
2022/2023,Ca' Foscari Venezia,L-15,Hospitality Innovation And E-Tourism,7,M,23
2022/2023,Ca' Foscari Venezia,L-31,Informatica,10,F,91
2022/2023,Ca' Foscari Venezia,L-31,Informatica,10,M,671
2022/2023,Ca' Foscari Venezia,LM-18,Informatica - Computer Science,10,M,18
2022/2023,Ca' Foscari Venezia,L-8,Ingegneria Fisica,12,F,28
2022/2023,Ca' Foscari Venezia,L-8,Ingegneria Fisica,12,M,80
2022/2023,Ca' Foscari Venezia,LM-94,"Interpretariato e Traduzione Editoriale, Settoriale",4,F,67
2022/2023,Ca' Foscari Venezia,LM-94,"Interpretariato e Traduzione Editoriale, Settoriale",4,M,11
2022/2023,Ca' Foscari Venezia,LM-38,Language And Management To China,4,F,109
2022/2023,Ca' Foscari Venezia,LM-38,Language and Management to China,4,M,35
2022/2023,Ca' Foscari Venezia,LM-87,"Lavoro, Cittadinanza Sociale, Interculturalità",14,F,83
2022/2023,Ca' Foscari Venezia,LM-87,"Lavoro, Cittadinanza Sociale, Interculturalità",14,M,11
2022/2023,Ca' Foscari Venezia,L-10,Lettere,3,F,357
2022/2023,Ca' Foscari Venezia,L-10,Lettere,3,M,146
2022/2023,Ca' Foscari Venezia,LM-36,Lingue e Civiltà dell'Asia e dell'Africa Mediterranea,4,F,289
2022/2023,Ca' Foscari Venezia,LM-36,Lingue e Civiltà dell'Asia e dell'Africa Mediterranea,4,M,79
2022/2023,Ca' Foscari Venezia,LM-37,"Lingue e Letterature Europee, Americane e Postcoloniali",4,F,353
2022/2023,Ca' Foscari Venezia,LM-37,"Lingue e Letterature Europee, Americane e Postcoloniali",4,M,79
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Civilta e Scienze del Linguaggio",4,F,46
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Civilta e Scienze del Linguaggio",4,M,14
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Civiltà e Scienze del Linguaggio",4,F,1216
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Civiltà e Scienze del Linguaggio",4,M,220
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea",4,F,63
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea",4,M,23
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea",4,F,1652
2022/2023,Ca' Foscari Venezia,L-11,"Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea",4,M,467
2022/2023,Ca' Foscari Venezia,LM-38,"Lingue, Economie e Istituzioni dell'Asia e dell'Africa Mediterranea",4,F,181
2022/2023,Ca' Foscari Venezia,LM-38,"Lingue, Economie e Istituzioni dell'Asia e dell'Africa Mediterranea",4,M,46
2022/2023,Ca' Foscari Venezia,LM-77,Management,7,F,207
2022/2023,Ca' Foscari Venezia,LM-77,Management,7,M,148
2022/2023,Ca' Foscari Venezia,LM-77,Marketing e Comunicazione,7,F,120
2022/2023,Ca' Foscari Venezia,LM-77,Marketing e Comunicazione,7,M,54
2022/2023,Ca' Foscari Venezia,L-12,Mediazione Linguistica e Culturale,4,F,138
2022/2023,Ca' Foscari Venezia,L-12,Mediazione Linguistica e Culturale,4,M,26
2022/2023,Ca' Foscari Venezia,L-5,"Philosophy, International And Economic Studies",3,F,261
2022/2023,Ca' Foscari Venezia,L-5,"Philosophy, International And Economic Studies",3,M,174
2022/2023,Ca' Foscari Venezia,LM-52,Relazioni Internazionali Comparate,5,F,269
2022/2023,Ca' Foscari Venezia,LM-52,Relazioni Internazionali Comparate,5,M,84
2022/2023,Ca' Foscari Venezia,LM-53,Science And Technology Of Bio And Nanomaterials,12,F,25
2022/2023,Ca' Foscari Venezia,LM-53,Science And Technology Of Bio And Nanomaterials,12,M,28
2022/2023,Ca' Foscari Venezia,LM-75,Scienze Ambientali,9,F,53
2022/2023,Ca' Foscari Venezia,L-32,Scienze Ambientali,9,F,161
2022/2023,Ca' Foscari Venezia,LM-75,Scienze Ambientali,9,M,61
2022/2023,Ca' Foscari Venezia,L-32,Scienze Ambientali,9,M,169
2022/2023,Ca' Foscari Venezia,LM-5,Scienze Archivistiche e Biblioteconomiche,5,F,37
2022/2023,Ca' Foscari Venezia,LM-78,Scienze Filosofiche,3,F,61
2022/2023,Ca' Foscari Venezia,LM-78,Scienze Filosofiche,3,M,66
2022/2023,Ca' Foscari Venezia,LM-39,Scienze del Linguaggio,4,F,411
2022/2023,Ca' Foscari Venezia,LM-39,Scienze del Linguaggio,4,M,55
2022/2023,Ca' Foscari Venezia,LM-15,"Scienze dell'Antichità: Letterature, Storia e Archeologia",3,F,28
2022/2023,Ca' Foscari Venezia,LM-2,"Scienze dell'Antichità: Letterature, Storia e Archeologia",3,F,32
2022/2023,Ca' Foscari Venezia,LM-15,"Scienze dell'Antichità: Letterature, Storia e Archeologia",3,M,12
2022/2023,Ca' Foscari Venezia,LM-2,"Scienze dell'Antichità: Letterature, Storia e Archeologia",3,M,17
2022/2023,Ca' Foscari Venezia,L-39,Scienze della Società e del Servizio Sociale,14,F,229
2022/2023,Ca' Foscari Venezia,L-39,Scienze della Società e del Servizio Sociale,14,M,16
2022/2023,Ca' Foscari Venezia,L-43,Scienze e Tecnologie per i Beni Culturali,9,F,46
2022/2023,Ca' Foscari Venezia,L-43,Scienze e Tecnologie per i Beni Culturali,9,M,9
2022/2023,Ca' Foscari Venezia,L-42,Storia,3,F,165
2022/2023,Ca' Foscari Venezia,L-42,Storia,3,M,316
2022/2023,Ca' Foscari Venezia,LM-84,Storia Dal Medioevo all'Età Contemporanea,3,F,26
2022/2023,Ca' Foscari Venezia,LM-84,Storia Dal Medioevo all'Età Contemporanea,3,M,63
2022/2023,Ca' Foscari Venezia,LM-89,Storia delle Arti e Conservazione dei Beni Artistici,2,F,289
2022/2023,Ca' Foscari Venezia,LM-89,Storia delle Arti e Conservazione dei Beni Artistici,2,M,57
2022/2023,Ca' Foscari Venezia,LM-5,Storia e Gestione del Patrimonio Archivistico e Bibliografico,5,F,8
2022/2023,Ca' Foscari Venezia,LM-81,"Studi Transmediterranei: Migrazione, Cooperazione e Sviluppo",5,F,10
2022/2023,Ca' Foscari Venezia,LM-49,Sviluppo Interculturale dei Sistemi Turistici,7,F,114
2022/2023,Ca' Foscari Venezia,LM-49,Sviluppo Interculturale dei Sistemi Turistici,7,M,19
2022/2023,Ca' Foscari Venezia,LM-94,Traduzione e Interpretazione,4,F,49
2022/2023,Ca' Foscari Venezia,LM-94,Traduzione e Interpretazione,4,M,6
2022/2023,Cagliari,L-16,Amministrazione e Organizzazione,5,F,41
2022/2023,Cagliari,L-16,Amministrazione e Organizzazione,5,M,13
2022/2023,Cagliari,LM-2,Archeologia,3,F,11
2022/2023,Cagliari,LM-2,Archeologia e Storia dell'Arte,3,F,26
2022/2023,Cagliari,LM-89,Archeologia e Storia dell'Arte,2,F,38
2022/2023,Cagliari,LM-89,Archeologia e Storia dell'Arte,2,M,9
2022/2023,Cagliari,LM-2,Archeologia e Storia dell'Arte,3,M,15
2022/2023,Cagliari,LM-4,Architettura,11,F,58
2022/2023,Cagliari,LM-4,Architettura,11,M,36
2022/2023,Cagliari,4/S,Architettura delle Costruzioni,11,F,6
2022/2023,Cagliari,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,F,133
2022/2023,Cagliari,L/SNT4,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),14,M,29
2022/2023,Cagliari,LM-67,Attivita' Motorie Preventive e Adattate,14,F,25
2022/2023,Cagliari,LM-67,Attivita' Motorie Preventive e Adattate,14,M,57
2022/2023,Cagliari,13,Beni Culturali,2,F,6
2022/2023,Cagliari,L-1,Beni Culturali,2,F,20
2022/2023,Cagliari,L-1,Beni Culturali,2,M,8
2022/2023,Cagliari,L-3,Beni Culturali e Spettacolo,2,F,149
2022/2023,Cagliari,L-1,Beni Culturali e Spettacolo,2,F,320
2022/2023,Cagliari,L-3,Beni Culturali e Spettacolo,2,M,71
2022/2023,Cagliari,L-1,Beni Culturali e Spettacolo,2,M,128
2022/2023,Cagliari,LM-6,Bio-Ecologia Marina,9,F,29
2022/2023,Cagliari,LM-6,Bio-Ecologia Marina,9,M,12
2022/2023,Cagliari,L-13,Biologia,9,F,436
2022/2023,Cagliari,L-13,Biologia,9,M,199
2022/2023,Cagliari,LM-6,Biologia Cellulare e Molecolare,9,F,53
2022/2023,Cagliari,LM-6,Biologia Cellulare e Molecolare,9,M,29
2022/2023,Cagliari,L-2,Biotecnologie,9,F,81
2022/2023,Cagliari,L-2,Biotecnologie,9,M,47
2022/2023,Cagliari,L-2,Biotecnologie Industriali,9,F,8
2022/2023,Cagliari,L-27,Chimica,9,F,148
2022/2023,Cagliari,L-27,Chimica,9,M,99
2022/2023,Cagliari,14/S,Chimica e Tecnologia Farmaceutiche,14,F,9
2022/2023,Cagliari,LM-13,Chimica e Tecnologia Farmaceutiche,14,F,209
2022/2023,Cagliari,LM-13,Chimica e Tecnologia Farmaceutiche,14,M,74
2022/2023,Cagliari,LM-32,"Computer Engineering, Cybersecurity And Artificial Intelligence",12,F,14
2022/2023,Cagliari,LM-32,"Computer Engineering, Cybersecurity And Artificial Intelligence",12,M,52
2022/2023,Cagliari,LM-60,Conservazione e Gestione della Natura e dell'Ambiente,9,F,14
2022/2023,Cagliari,LM-60,Conservazione e Gestione della Natura e dell'Ambiente,9,M,16
2022/2023,Cagliari,LM-91,"Data Science, Business Analytics e Innovazione",10,F,14
2022/2023,Cagliari,LM-91,"Data Science, Business Analytics e Innovazione",10,M,38
2022/2023,Cagliari,LM-77,Economia Manageriale,7,F,173
2022/2023,Cagliari,LM-77,Economia Manageriale,7,M,117
2022/2023,Cagliari,L-33,Economia e Finanza,7,F,155
2022/2023,Cagliari,L-33,Economia e Finanza,7,M,303
2022/2023,Cagliari,17,Economia e Gestione Aziendale,7,F,17
2022/2023,Cagliari,L-18,Economia e Gestione Aziendale,7,F,854
2022/2023,Cagliari,17,Economia e Gestione Aziendale,7,M,6
2022/2023,Cagliari,L-18,Economia e Gestione Aziendale,7,M,826
2022/2023,Cagliari,L-18,Economia e Gestione dei Servizi Turistici,7,F,14
2022/2023,Cagliari,99999,Economia e commercio,7,F,26
2022/2023,Cagliari,99999,Economia e commercio,7,M,18
2022/2023,Cagliari,LM-56,"Economia, Finanza e Politiche Pubbliche",7,F,16
2022/2023,Cagliari,LM-56,"Economia, Finanza e Politiche Pubbliche",7,M,31
2022/2023,Cagliari,L/SNT2,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),14,F,63
2022/2023,Cagliari,L/SNT2,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),14,M,13
2022/2023,Cagliari,99999,Farmacia,14,F,6
2022/2023,Cagliari,14/S,Farmacia,14,F,21
2022/2023,Cagliari,LM-13,Farmacia,14,F,267
2022/2023,Cagliari,14/S,Farmacia,14,M,6
2022/2023,Cagliari,LM-13,Farmacia,14,M,68
2022/2023,Cagliari,LM-15,Filologie e Letterature Classiche e Moderne,3,F,23
2022/2023,Cagliari,LM-14,Filologie e Letterature Classiche e Moderne,3,F,59
2022/2023,Cagliari,LM-15,Filologie e Letterature Classiche e Moderne,3,M,12
2022/2023,Cagliari,LM-14,Filologie e Letterature Classiche e Moderne,3,M,22
2022/2023,Cagliari,99999,Filosofia,3,F,16
2022/2023,Cagliari,L-5,Filosofia,3,F,146
2022/2023,Cagliari,99999,Filosofia,3,M,6
2022/2023,Cagliari,L-5,Filosofia,3,M,110
2022/2023,Cagliari,LM-78,Filosofia e Teorie della Comunicazione,3,F,18
2022/2023,Cagliari,LM-92,Filosofia e Teorie della Comunicazione,5,F,19
2022/2023,Cagliari,LM-78,Filosofia e Teorie della Comunicazione,3,M,16
2022/2023,Cagliari,LM-92,Filosofia e Teorie della Comunicazione,5,M,17
2022/2023,Cagliari,LM-17,Fisica,9,F,12
2022/2023,Cagliari,L-30,Fisica,9,F,85
2022/2023,Cagliari,LM-17,Fisica,9,M,28
2022/2023,Cagliari,L-30,Fisica,9,M,125
2022/2023,Cagliari,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),14,F,37
2022/2023,Cagliari,L/SNT2,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),14,M,49
2022/2023,Cagliari,L-34,Geologia,9,F,10
2022/2023,Cagliari,L-34,Geologia,9,M,23
2022/2023,Cagliari,99999,Giurisprudenza,8,F,94
2022/2023,Cagliari,LMG/01,Giurisprudenza,8,F,868
2022/2023,Cagliari,99999,Giurisprudenza,8,M,44
2022/2023,Cagliari,LMG/01,Giurisprudenza,8,M,309
2022/2023,Cagliari,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),14,F,38
2022/2023,Cagliari,L/SNT3,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),14,M,9
2022/2023,Cagliari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,F,107
2022/2023,Cagliari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,F,249
2022/2023,Cagliari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,M,28
2022/2023,Cagliari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),14,M,87
2022/2023,Cagliari,L-31,Informatica,10,F,63
2022/2023,Cagliari,LM-18,Informatica,10,M,70
2022/2023,Cagliari,L-31,Informatica,10,M,462
2022/2023,Cagliari,L-31,Informatica Applicata e Data Analytics,10,F,13
2022/2023,Cagliari,L-31,Informatica Applicata e Data Analytics,10,M,108
2022/2023,Cagliari,LM-35,Ingegneria Ambientale per Lo Sviluppo Sostenibile,11,M,7
2022/2023,Cagliari,L-9,Ingegneria Biomedica,12,F,122
2022/2023,Cagliari,L-8,Ingegneria Biomedica,12,F,171
2022/2023,Cagliari,L-9,Ingegneria Biomedica,12,M,109
2022/2023,Cagliari,L-8,Ingegneria Biomedica,12,M,141
2022/2023,Cagliari,L-9,Ingegneria Chimica,12,F,49
2022/2023,Cagliari,L-9,Ingegneria Chimica,12,M,70
2022/2023,Cagliari,LM-22,Ingegneria Chimica e dei Processi Biotecnologici,12,F,20
2022/2023,Cagliari,LM-22,Ingegneria Chimica e dei Processi Biotecnologici,12,M,27
2022/2023,Cagliari,LM-23,Ingegneria Civile,11,F,54
2022/2023,Cagliari,L-7,Ingegneria Civile,11,F,108
2022/2023,Cagliari,LM-23,Ingegneria Civile,11,M,88
2022/2023,Cagliari,L-7,Ingegneria Civile,11,M,162
2022/2023,Cagliari,4/S,Ingegneria Edile - Architettura,11,F,7
2022/2023,Cagliari,4/S,Ingegneria Edile - Architettura,11,M,8
2022/2023,Cagliari,L-9,Ingegneria Elettrica,12,M,8
2022/2023,Cagliari,LM-28,Ingegneria Elettrica,12,M,28
2022/2023,Cagliari,L-9,Ingegneria Elettrica ed Elettronica,12,M,11
2022/2023,Cagliari,L-8,Ingegneria Elettrica ed Elettronica,12,M,34
2022/2023,Cagliari,L-9,"Ingegneria Elettrica, Elettronica e Informatica",12,F,14
2022/2023,Cagliari,L-8,"Ingegneria Elettrica, Elettronica e Informatica",12,F,66
2022/2023,Cagliari,L-9,"Ingegneria Elettrica, Elettronica e Informatica",12,M,82
2022/2023,Cagliari,L-8,"Ingegneria Elettrica, Elettronica e Informatica",12,M,314
2022/2023,Cagliari,LM-29,Ingegneria Elettronica,12,F,15
2022/2023,Cagliari,9,Ingegneria Elettronica,12,M,8
2022/2023,Cagliari,L-8,Ingegneria Elettronica,12,M,11
2022/2023,Cagliari,LM-29,Ingegneria Elettronica,12,M,40
2022/2023,Cagliari,L-8,"Ingegneria Elettronica, Informatica e delle Telecomunicazioni",12,F,22
2022/2023,Cagliari,L-8,"Ingegneria Elettronica, Informatica e delle Telecomunicazioni",12,M,110
2022/2023,Cagliari,LM-30,Ingegneria Energetica,12,M,44
2022/2023,Cagliari,LM-33,Ingegneria Meccanica,12,F,15
2022/2023,Cagliari,L-9,Ingegneria Meccanica,12,F,64
2022/2023,Cagliari,LM-33,Ingegneria Meccanica,12,M,77
2022/2023,Cagliari,L-9,Ingegneria Meccanica,12,M,464
2022/2023,Cagliari,99999,Ingegneria civile,11,F,6
2022/2023,Cagliari,99999,Ingegneria civile,11,M,14
2022/2023,Cagliari,LM-27,Ingegneria delle Tecnologie per Internet,12,M,20
2022/2023,Cagliari,L-9,Ingegneria dellEnergia Elettrica per Lo Sviluppo Sostenibile,12,F,9
2022/2023,Cagliari,L-9,Ingegneria dellEnergia Elettrica per Lo Sviluppo Sostenibile,12,M,55
2022/2023,Cagliari,99999,Ingegneria edile,11,F,10
2022/2023,Cagliari,99999,Ingegneria edile,11,M,10
2022/2023,Cagliari,LM-35,Ingegneria per l'Ambiente e il Territorio,11,F,29
2022/2023,Cagliari,L-7,Ingegneria per l'Ambiente e il Territorio,11,F,62
2022/2023,Cagliari,LM-35,Ingegneria per l'Ambiente e il Territorio,11,M,26
2022/2023,Cagliari,L-7,Ingegneria per l'Ambiente e il Territorio,11,M,138
2022/2023,Cagliari,LM-62,Innovazione Sociale e Comunicazione,5,F,16
2022/2023,Cagliari,LM-59,Innovazione Sociale e Comunicazione,5,F,31
2022/2023,Cagliari,LM-59,Innovazione Sociale e Comunicazione,5,M,12
2022/2023,Cagliari,LM-62,Innovazione Sociale e Comunicazione,5,M,15
2022/2023,Cagliari,99999,Lettere,3,F,56
2022/2023,Cagliari,L-10,Lettere,3,F,419
2022/2023,Cagliari,99999,Lettere,3,M,14
2022/2023,Cagliari,L-10,Lettere,3,M,204
2022/2023,Cagliari,L-20,Lingue e Comunicazione,5,F,385
2022/2023,Cagliari,L-20,Lingue e Comunicazione,5,M,128
2022/2023,Cagliari,L-11,Lingue e Culture per la Mediazione Linguistica,4,F,249
2022/2023,Cagliari,L-12,Lingue e Culture per la Mediazione Linguistica,4,F,426
2022/2023,Cagliari,L-11,Lingue e Culture per la Mediazione Linguistica,4,M,64
2022/2023,Cagliari,L-12,Lingue e Culture per la Mediazione Linguistica,4,M,128
2022/2023,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,4,F,155
2022/2023,Cagliari,LM-37,Lingue e Letterature Moderne Europee e Americane,4,M,22
2022/2023,Cagliari,99999,Lingue e letterature straniere,4,F,28
2022/2023,Cagliari,L/SNT2,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),14,F,7
2022/2023,Cagliari,LM-76,Management e Monitoraggio del Turismo Sostenibile,7,F,15
2022/2023,Cagliari,LM-76,Management e Monitoraggio del Turismo Sostenibile,7,M,10
2022/2023,Cagliari,LM-40,Matematica,9,F,17
2022/2023,Cagliari,L-35,Matematica,9,F,84
2022/2023,Cagliari,LM-40,Matematica,9,M,20
2022/2023,Cagliari,L-35,Matematica,9,M,75
2022/2023,Cagliari,46/S,Medicina e Chirurgia,14,F,44
2022/2023,Cagliari,LM-41,Medicina e Chirurgia,14,F,983
2022/2023,Cagliari,46/S,Medicina e Chirurgia,14,M,22
2022/2023,Cagliari,LM-41,Medicina e Chirurgia,14,M,650
2022/2023,Cagliari,99999,Medicina e chirurgia,14,F,124
2022/2023,Cagliari,99999,Medicina e chirurgia,14,M,48
2022/2023,Cagliari,LM-6,Neuropsicobiologia,9,F,26
2022/2023,Cagliari,LM-6,Neuropsicobiologia,9,M,8
2022/2023,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,14,F,65
2022/2023,Cagliari,LM-46,Odontoiatria e Protesi Dentaria,14,M,37
2022/2023,Cagliari,39,Operatore Culturale per il Turismo,7,F,6
2022/2023,Cagliari,L/SNT1,Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),14,F,46
2022/2023,Cagliari,99999,Pedagogia,1,F,8
2022/2023,Cagliari,LM-62,"Politiche, società e territorio",5,F,9
2022/2023,Cagliari,LM-65,Produzione Multimediale,2,F,35
2022/2023,Cagliari,LM-65,Produzione Multimediale,2,M,25
2022/2023,Cagliari,99999,Psicologia,6,F,32
2022/2023,Cagliari,LM-51,Psicologia Clinica e di Comunita',6,F,260
2022/2023,Cagliari,LM-51,Psicologia Clinica e di Comunita',6,M,47
2022/2023,Cagliari,LM-51,Psicologia dello Sviluppo e dei Processi Socio-Lavorativi,6,F,39
2022/2023,Cagliari,LM-51,Psicologia dello Sviluppo e dei Processi Socio-Lavorativi,6,M,10
2022/2023,Cagliari,LM-52,Relazioni Internazionali,5,F,62
2022/2023,Cagliari,LM-52,Relazioni Internazionali,5,M,62
2022/2023,Cagliari,LM-65,SCIENZE DELLA PRODUZIONE MULTIMEDIALE,2,M,19
2022/2023,Cagliari,L-32,Scienze Ambientali e Naturali,9,F,120
2022/2023,Cagliari,L-32,Scienze Ambientali e Naturali,9,M,125
2022/2023,Cagliari,LM-54,Scienze Chimiche,9,F,34
2022/2023,Cagliari,LM-54,Scienze Chimiche,9,M,22
2022/2023,Cagliari,L-34,Scienze Geologiche,9,M,14
2022/2023,Cagliari,L-32,Scienze Naturali,9,F,6
2022/2023,Cagliari,LM-85,Scienze Pedagogiche e dei Processi Formativi,1,F,84
2022/2023,Cagliari,LM-85,Scienze Pedagogiche e dei Processi Formativi,1,M,10
2022/2023,Cagliari,LM-50,Scienze Pedagogiche e dei Servizi Educativi,1,F,92
2022/2023,Cagliari,LM-85,Scienze Pedagogiche e dei Servizi Educativi,1,F,100
2022/2023,Cagliari,L-36,Scienze Politiche,5,F,366
2022/2023,Cagliari,L-36,Scienze Politiche,5,M,285
2022/2023,Cagliari,L-29,Scienze Tossicologiche e Controllo di Qualità,9,F,108
2022/2023,Cagliari,L-29,Scienze Tossicologiche e Controllo di Qualità,9,M,39
2022/2023,Cagliari,99999,Scienze biologiche,9,F,18
2022/2023,Cagliari,LM-61,Scienze degli Alimenti e della Nutrizione,9,F,75
2022/2023,Cagliari,LM-61,Scienze degli Alimenti e della Nutrizione,9,M,36
2022/2023,Cagliari,L-14,Scienze dei Servizi Giuridici,8,F,204
2022/2023,Cagliari,L-14,Scienze dei Servizi Giuridici,8,M,89
2022/2023,Cagliari,LM-63,Scienze dell'Amministrazione,5,F,19
2022/2023,Cagliari,L-16,Scienze dell'Amministrazione e dell'Organizzazione,5,F,133
2022/2023,Cagliari,L-16,Scienze dell'Amministrazione e dell'Organizzazione,5,M,91
2022/2023,Cagliari,L-17,Scienze dell'Architettura,11,F,248
2022/2023,Cagliari,L-17,Scienze dell'Architettura,11,M,159
2022/2023,Cagliari,18,Scienze dell'Educazione e della Formazione,1,F,15
2022/2023,Cagliari,L-19,Scienze dell'Educazione e della Formazione,1,F,679
2022/2023,Cagliari,L-19,Scienze dell'Educazione e della Formazione,1,M,51
2022/2023,Cagliari,99999,Scienze dell'educazione,1,F,6
2022/2023,Cagliari,L-20,Scienze della Comunicazione,5,F,464
2022/2023,Cagliari,L-20,Scienze della Comunicazione,5,M,278
2022/2023,Cagliari,18-bis,Scienze della Formazione Primaria,1,F,26
2022/2023,Cagliari,LM-85 bis,Scienze della Formazione Primaria,1,F,517
2022/2023,Cagliari,LM-85 bis,Scienze della Formazione Primaria,1,M,36
2022/2023,Cagliari,LM-65,Scienze della Produzione Multimediale,2,F,38
2022/2023,Cagliari,L-22,Scienze delle Attivita Motorie e Sportive,15,M,6
2022/2023,Cagliari,L-22,Scienze delle Attivita' Motorie e Sportive,15,F,59
2022/2023,Cagliari,L-22,Scienze delle Attivita' Motorie e Sportive,15,M,197
2022/2023,Cagliari,LM-63,Scienze delle Pubbliche Amministrazioni,5,F,62
2022/2023,Cagliari,LM-63,Scienze delle Pubbliche Amministrazioni,5,M,40
2022/2023,Cagliari,L-24,Scienze e Tecniche Psicologiche,6,F,640
2022/2023,Cagliari,L-24,Scienze e Tecniche Psicologiche,6,M,219
2022/2023,Cagliari,LM-74,Scienze e Tecnologie Geologiche,9,F,10
2022/2023,Cagliari,LM-74,Scienze e Tecnologie Geologiche,9,M,39
2022/2023,Cagliari,99999,Scienze geologiche,9,F,6
2022/2023,Cagliari,99999,Scienze politiche,5,F,10
2022/2023,Cagliari,99999,Scienze politiche,5,M,8
2022/2023,Cagliari,LM-89,Storia dell'Arte,2,F,33
2022/2023,Cagliari,LM-84,Storia e Società,3,F,64
2022/2023,Cagliari,LM-84,Storia e Società,3,M,46
2022/2023,Cagliari,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,F,36
2022/2023,Cagliari,L/SNT4,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),14,M,41
2022/2023,Cagliari,L/SNT3,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),14,F,25
